scenario,controller,seed,avg_queue,avg_wait_s,avg_travel_s,throughput,backlog,switches,avg_delay_s,max_delay_s
four_way,Longest queue first,1001,9.275833333333333,28.244897959183675,69.94642857142857,366,0,85,28.5,217.0
four_way,Longest queue first,1002,5.983333333333333,20.050704225352113,60.01971830985916,341,0,87,20.222535211267605,119.0
four_way,Longest queue first,1003,6.348333333333334,20.317204301075268,59.80107526881721,349,0,88,20.545698924731184,140.0
four_way,Longest queue first,1004,14.890833333333333,45.31297709923664,91.41221374045801,356,0,85,45.59796437659033,224.0
four_way,Longest queue first,1005,6.930833333333333,22.37669376693767,62.10027100271003,350,0,87,22.54742547425474,127.0
four_way,Longest queue first,1006,7.149166666666667,23.345205479452055,64.30410958904109,357,0,89,23.643835616438356,125.0
four_way,Longest queue first,1007,6.4225,21.041208791208792,60.92307692307692,352,0,89,21.255494505494507,145.0
four_way,Longest queue first,1008,5.694166666666667,19.195467422096318,58.54674220963173,338,0,86,19.410764872521245,155.0
four_way,Longest queue first,1009,5.3133333333333335,17.544444444444444,56.8,341,0,86,17.738888888888887,132.0
four_way,Q-learning (untrained),1000,49.104166666666664,268.9178082191781,303.46118721461187,143,147,30,323.8333333333333,1177.0
four_way,Q-learning (untrained),1001,49.29666666666667,250.5,285.8771186440678,160,156,30,303.48214285714283,1161.0
four_way,Q-learning (untrained),1002,48.653333333333336,262.7837837837838,295.7117117117117,145,133,30,334.5633802816901,1179.0
four_way,Q-learning (untrained),1003,48.80166666666667,251.15021459227466,285.7510729613734,158,139,30,292.83870967741933,1176.0
four_way,Q-learning (untrained),1004,50.85166666666667,260.6111111111111,297.6709401709402,158,159,30,320.2748091603053,1179.0
four_way,Q-learning (untrained),1005,50.6625,257.4364406779661,295.271186440678,160,133,30,293.739837398374,1173.0
four_way,Q-learning (untrained),1006,48.355,243.64705882352942,274.8781512605042,160,127,30,324.04657534246576,1177.0
four_way,Q-learning (untrained),1007,47.9225,257.68161434977577,292.6726457399103,147,141,30,303.95604395604397,1183.0
four_way,Q-learning (untrained),1008,47.9475,273.7857142857143,307.0857142857143,134,143,30,330.10198300283287,1165.0
four_way,Q-learning (untrained),1009,46.325833333333335,243.60087719298247,276.7105263157895,151,132,30,288.18333333333334,1176.0
four_way,Q-learning (trained),1000,16.0975,54.55807365439094,95.47592067988668,310,13,71,54.60382513661202,282.0
four_way,Q-learning (trained),1001,17.1825,52.44387755102041,97.08163265306122,349,0,69,52.96683673469388,263.0
four_way,Q-learning (trained),1002,14.5775,49.08732394366197,91.27605633802817,326,0,70,49.27887323943662,182.0
four_way,Q-learning (trained),1003,28.400833333333335,98.04610951008645,152.44956772334294,294,25,74,112.88172043010752,340.0
four_way,Q-learning (trained),1004,19.9225,61.156410256410254,105.77948717948718,343,3,75,63.478371501272264,277.0
four_way,Q-learning (trained),1005,17.484166666666667,57.12021857923497,100.56557377049181,315,3,77,57.111111111111114,187.0
four_way,Q-learning (trained),1006,17.4275,57.106849315068494,105.11506849315069,344,0,75,58.64383561643836,191.0
four_way,Q-learning (trained),1007,15.755,51.78021978021978,94.04395604395604,321,0,72,52.043956043956044,199.0
four_way,Q-learning (trained),1008,22.385833333333334,87.32247557003258,126.27361563517915,255,46,68,95.43342776203966,561.0
four_way,Q-learning (trained),1009,15.970833333333333,53.02777777777778,97.15833333333333,318,0,70,53.230555555555554,194.0
four_way,DQN (untrained),1000,56.4425,298.25550660792953,342.5330396475771,146,139,32,351.7841530054645,1180.0
four_way,DQN (untrained),1001,55.299166666666665,278.6806722689076,322.7731092436975,161,154,31,345.71683673469386,1162.0
four_way,DQN (untrained),1002,54.6975,291.50666666666666,334.0888888888889,155,130,31,344.5887323943662,1179.0
four_way,DQN (untrained),1003,56.15833333333333,286.62978723404257,330.4595744680851,155,137,31,338.9569892473118,1153.0
four_way,DQN (untrained),1004,55.91583333333333,284.1779661016949,328.2669491525424,157,157,32,346.93638676844785,1179.0
four_way,DQN (untrained),1005,56.65833333333333,306.1306306306306,350.22522522522524,143,147,31,365.23848238482384,1173.0
four_way,DQN (untrained),1006,59.35166666666667,300.38818565400845,345.63291139240505,162,128,31,370.44109589041096,1178.0
four_way,DQN (untrained),1007,55.479166666666664,288.0735930735931,332.14285714285717,156,133,31,355.260989010989,1182.0
four_way,DQN (untrained),1008,52.18833333333333,272.1217391304348,313.38260869565215,156,123,31,310.60339943342774,1170.0
four_way,DQN (untrained),1009,57.13916666666667,304.5733333333333,348.1911111111111,146,135,31,353.7,1177.0
four_way,DQN (trained),1000,6.533333333333333,21.256830601092897,60.40983606557377,346,0,75,21.459016393442624,248.0
four_way,DQN (trained),1001,6.175,18.757653061224488,57.91836734693877,376,0,75,18.992346938775512,135.0
four_way,DQN (trained),1002,5.055,16.929577464788732,55.946478873239435,342,0,77,17.11549295774648,119.0
four_way,DQN (trained),1003,7.300833333333333,23.38978494623656,63.255376344086024,350,0,77,23.637096774193548,141.0
four_way,DQN (trained),1004,8.420833333333333,25.564885496183205,65.53689567430025,375,0,71,25.80916030534351,172.0
four_way,DQN (trained),1005,6.439166666666667,20.78048780487805,59.924119241192415,350,0,77,20.94579945799458,97.0
four_way,DQN (trained),1006,6.078333333333333,19.838356164383562,59.364383561643834,355,0,75,20.12054794520548,123.0
four_way,DQN (trained),1007,5.9275,19.454545454545453,58.21487603305785,351,1,77,19.607142857142858,223.0
four_way,DQN (trained),1008,5.4375,18.30311614730878,57.27762039660057,343,0,77,18.521246458923514,154.0
four_way,DQN (trained),1009,5.38,17.76388888888889,56.138888888888886,340,0,79,17.93888888888889,153.0
lusaka,Fixed-time,1000,47.29416666666667,55.45472061657033,120.03660886319845,897,105,0,93.37445319335083,426.0
lusaka,Fixed-time,1001,47.0175,58.02127659574468,124.06585612968591,855,128,0,102.71300448430493,515.0
lusaka,Fixed-time,1002,35.4175,43.213213213213216,103.43143143143143,884,70,0,58.57623947614593,279.0
lusaka,Fixed-time,1003,46.8275,55.96074582924436,122.87438665358194,872,85,0,89.22463768115942,397.0
lusaka,Fixed-time,1004,42.84583333333333,52.95339412360689,117.10739614994934,870,104,0,82.14115490375802,399.0
lusaka,Fixed-time,1005,35.6975,44.793422404933196,104.1551901336074,861,106,0,77.83595922150138,455.0
lusaka,Fixed-time,1006,43.55583333333333,54.24948875255624,118.20143149284253,876,128,0,108.1003616636528,517.0
lusaka,Fixed-time,1007,41.53333333333333,50.44666001994018,114.42472582253241,887,82,0,76.81198156682028,378.0
lusaka,Fixed-time,1008,37.43,44.61825318940137,105.13738959764476,905,103,0,82.5632798573975,348.0
lusaka,Fixed-time,1009,43.29416666666667,53.53604060913705,119.49543147208122,862,128,0,99.03504043126685,403.0
lusaka,Actuated,1000,40.285833333333336,45.955265610438026,105.50885368126747,943,70,0,67.81714785651793,396.0
lusaka,Actuated,1001,38.57666666666667,46.237073170731705,105.69756097560976,925,90,0,77.51031390134528,468.0
lusaka,Actuated,1002,37.14333333333333,44.98712871287129,102.61287128712871,902,59,0,56.70720299345182,294.0
lusaka,Actuated,1003,40.90083333333333,48.721789883268485,109.47373540856032,902,76,0,73.21195652173913,517.0
lusaka,Actuated,1004,38.11416666666667,46.40792079207921,106.84257425742574,912,81,0,72.56461961503209,411.0
lusaka,Actuated,1005,25.851666666666667,31.222767419038274,87.51422963689892,919,60,0,49.54216867469879,296.0
lusaka,Actuated,1006,41.931666666666665,51.372,113.007,905,106,0,96.20886075949367,549.0
lusaka,Actuated,1007,38.465833333333336,45.60251450676983,105.92456479690522,934,51,0,67.67188940092166,339.0
lusaka,Actuated,1008,33.9675,39.15943396226415,93.56037735849057,938,62,0,58.27718360071301,377.0
lusaka,Actuated,1009,32.25666666666667,37.59142857142857,93.99619047619048,944,63,0,55.316262353998205,323.0
lusaka,Random,1000,69.205,105.3916349809886,201.9340937896071,622,354,76,217.80752405949255,598.0
lusaka,Random,1001,72.63583333333334,118.8991825613079,224.6525885558583,591,381,79,228.2322869955157,619.0
lusaka,Random,1002,68.83833333333334,103.79673776662484,198.27979924717692,646,272,75,192.29840972871844,507.0
lusaka,Random,1003,59.663333333333334,84.99171597633136,181.24615384615385,711,259,73,156.8070652173913,477.0
lusaka,Random,1004,65.16666666666667,98.91919191919192,201.79040404040404,654,299,78,179.5389550870761,493.0
lusaka,Random,1005,61.553333333333335,91.84119106699752,196.04342431761788,647,273,79,199.48841519925858,527.0
lusaka,Random,1006,67.18916666666667,98.47195121951219,187.75487804878048,671,286,75,199.9764918625678,580.0
lusaka,Random,1007,67.28916666666667,106.31315789473685,209.3815789473684,612,325,79,217.0184331797235,588.0
lusaka,Random,1008,71.37333333333333,107.40601503759399,204.26942355889724,644,324,77,203.29500891265596,555.0
lusaka,Random,1009,62.8125,87.54808806488992,184.05330243337195,696,250,77,168.09883198562443,503.0
lusaka,Longest queue first,1000,42.094166666666666,50.14341085271318,98.55523255813954,939,111,32,93.08311461067366,1045.0
lusaka,Longest queue first,1001,39.47416666666667,47.69637610186092,94.71204701273261,928,94,34,75.12286995515696,970.0
lusaka,Longest queue first,1002,32.065,38.660137120470125,87.54064642507346,922,48,42,52.61646398503274,627.0
lusaka,Longest queue first,1003,34.751666666666665,41.23625843780135,91.34811957569913,954,67,39,69.8768115942029,804.0
lusaka,Longest queue first,1004,35.49333333333333,42.98822374877331,90.72718351324828,926,72,37,62.34738771769019,815.0
lusaka,Longest queue first,1005,33.090833333333336,39.6875,86.6552734375,935,55,38,55.455050973123264,838.0
lusaka,Longest queue first,1006,34.549166666666665,40.58620689655172,91.49904214559388,960,62,40,83.81103074141049,808.0
lusaka,Longest queue first,1007,35.06916666666667,42.10361681329423,91.66177908113391,929,62,36,70.1963133640553,730.0
lusaka,Longest queue first,1008,31.845833333333335,37.03130929791271,84.24573055028463,953,68,38,52.44652406417112,733.0
lusaka,Longest queue first,1009,35.685833333333335,41.43317535545024,91.52985781990522,970,58,37,61.8607367475292,744.0
lusaka,Q-learning (untrained),1000,42.04,50.8794466403162,94.49901185770752,921,131,30,100.78565179352582,1191.0
lusaka,Q-learning (untrained),1001,38.965,47.64179104477612,91.27960199004976,916,110,30,86.0457399103139,1171.0
lusaka,Q-learning (untrained),1002,40.27916666666667,52.71688034188034,95.04807692307692,842,133,30,105.49204864359214,1167.0
lusaka,Q-learning (untrained),1003,40.50083333333333,50.84355828220859,95.58282208588957,904,126,30,96.00452898550725,1174.0
lusaka,Q-learning (untrained),1004,39.49666666666667,50.07231404958678,92.14876033057851,882,123,30,97.20623281393217,1174.0
lusaka,Q-learning (untrained),1005,37.37916666666667,46.64693877551021,89.82142857142857,910,99,30,79.07599629286376,1173.0
lusaka,Q-learning (untrained),1006,41.89833333333333,52.953512396694215,96.8099173553719,900,138,30,118.0253164556962,1184.0
lusaka,Q-learning (untrained),1007,37.4825,47.30492813141684,89.4599589322382,881,111,30,86.84423963133641,1190.0
lusaka,Q-learning (untrained),1008,39.91166666666667,49.13765182186235,90.84311740890688,901,134,30,101.22727272727273,1174.0
lusaka,Q-learning (untrained),1009,37.350833333333334,45.43213572854292,87.3063872255489,928,111,30,85.92183288409703,1172.0
lusaka,Q-learning (trained),1000,38.763333333333335,44.810964083175804,120.01228733459357,936,85,53,82.40507436570428,347.0
lusaka,Q-learning (trained),1001,27.77166666666667,32.12546816479401,99.20131086142322,966,47,51,44.37578475336323,280.0
lusaka,Q-learning (trained),1002,30.463333333333335,37.683569979716026,107.83874239350912,879,83,58,50.54911131898971,233.0
lusaka,Q-learning (trained),1003,44.3725,52.7978515625,121.06640625,875,80,48,71.95652173913044,370.0
lusaka,Q-learning (trained),1004,25.629166666666666,30.132887189292543,100.87189292543022,939,45,59,43.026581118240145,221.0
lusaka,Q-learning (trained),1005,32.4475,39.786359077231694,107.50651955867603,887,82,49,63.01668211306765,263.0
lusaka,Q-learning (trained),1006,39.946666666666665,46.6573896353167,112.66986564299424,925,64,47,71.36437613019892,321.0
lusaka,Q-learning (trained),1007,30.7575,37.23639960435213,108.18199802176063,906,74,55,56.4,273.0
lusaka,Q-learning (trained),1008,28.291666666666668,32.57142857142857,98.73214285714286,955,58,48,49.79322638146168,251.0
lusaka,Q-learning (trained),1009,30.328333333333333,35.674664107485604,103.58445297504798,914,71,53,55.63072776280323,313.0
lusaka,DQN (untrained),1000,162.60666666666665,631.4077669902913,673.0809061488674,110,834,31,542.4943132108486,1176.0
lusaka,DQN (untrained),1001,158.55666666666667,623.7540983606557,661.744262295082,106,810,31,542.5282511210762,1175.0
lusaka,DQN (untrained),1002,162.41416666666666,641.0263157894736,683.9342105263158,105,765,31,529.6276894293733,1178.0
lusaka,DQN (untrained),1003,158.45333333333335,623.3508196721311,663.7704918032787,106,799,31,530.580615942029,1179.0
lusaka,DQN (untrained),1004,159.18,618.0388349514564,658.5695792880259,110,782,31,526.423464711274,1180.0
lusaka,DQN (untrained),1005,155.15,639.7010309278351,676.1546391752578,97,788,31,544.4050046339203,1178.0
lusaka,DQN (untrained),1006,163.63583333333332,625.2484076433121,666.9808917197453,116,792,31,553.0795660036166,1179.0
lusaka,DQN (untrained),1007,157.40666666666667,619.1770491803279,658.2655737704918,107,780,31,541.5437788018434,1179.0
lusaka,DQN (untrained),1008,161.55,627.2783171521036,669.3818770226537,110,813,31,529.0231729055258,1177.0
lusaka,DQN (untrained),1009,158.14916666666667,638.8821548821549,679.4983164983165,102,816,31,537.5094339622641,1178.0
lusaka,DQN (trained),1000,16.20916666666667,17.61767279090114,79.4838145231846,1062,0,59,17.832020997375327,96.0
lusaka,DQN (trained),1001,17.370833333333334,20.170593779453345,97.55984919886899,958,54,69,41.26008968609865,183.0
lusaka,DQN (trained),1002,14.8925,17.35360149672591,69.06080449017773,975,0,58,17.483629560336762,219.0
lusaka,DQN (trained),1003,14.340833333333334,16.13417951042611,82.09338168631007,1034,1,62,18.057971014492754,132.0
lusaka,DQN (trained),1004,13.673333333333334,15.752520623281393,72.38405132905591,1002,0,60,15.915673693858846,140.0
lusaka,DQN (trained),1005,13.44,16.2373046875,84.6484375,929,55,67,36.282669138090824,165.0
lusaka,DQN (trained),1006,15.991666666666667,17.859855334538878,82.37884267631102,1042,0,58,20.875226039783,145.0
lusaka,DQN (trained),1007,16.0925,19.19153031761309,92.53994225216555,968,46,64,29.26451612903226,136.0
lusaka,DQN (trained),1008,14.081666666666667,16.27016885553471,81.78048780487805,970,56,66,26.72638146167558,127.0
lusaka,DQN (trained),1009,13.826666666666666,15.433063791554357,66.97304582210242,1056,0,58,15.534591194968554,151.0
lusaka_x0.75,Fixed-time,1000,16.065,23.22923976608187,72.51929824561404,802,0,0,23.35204678362573,133.0
lusaka_x0.75,Fixed-time,1001,16.653333333333332,24.19764705882353,74.57058823529412,782,0,0,24.29294117647059,149.0
lusaka_x0.75,Fixed-time,1002,8.281666666666666,13.098339719029374,57.07535121328225,728,0,0,13.189016602809707,71.0
lusaka_x0.75,Fixed-time,1003,17.629166666666666,25.832151300236408,76.36643026004728,783,1,0,25.884297520661157,150.0
lusaka_x0.75,Fixed-time,1004,18.509166666666665,26.86674528301887,78.11084905660377,761,0,0,27.003537735849058,159.0
lusaka_x0.75,Fixed-time,1005,21.8625,33.45635910224439,88.80922693266832,722,0,0,34.04364089775561,232.0
lusaka_x0.75,Fixed-time,1006,22.3675,32.851318944844124,88.32853717026379,784,0,0,32.97961630695443,242.0
lusaka_x0.75,Fixed-time,1007,9.245,14.274412855377008,59.31273176761434,761,0,0,14.386897404202719,74.0
lusaka_x0.75,Fixed-time,1008,17.243333333333332,24.505226480836235,74.30778164924506,777,0,0,24.64692218350755,189.0
lusaka_x0.75,Fixed-time,1009,27.066666666666666,39.19526627218935,97.69349112426036,758,0,0,40.963313609467455,244.0
lusaka_x0.75,Actuated,1000,9.643333333333333,14.100584795321637,60.12514619883041,817,0,0,14.209356725146199,82.0
lusaka_x0.75,Actuated,1001,9.15,13.516470588235293,59.36705882352941,799,0,0,13.598823529411765,89.0
lusaka_x0.75,Actuated,1002,7.820833333333334,12.413793103448276,56.96296296296296,736,0,0,12.500638569604087,80.0
lusaka_x0.75,Actuated,1003,10.399166666666666,15.47163120567376,62.367612293144205,802,1,0,15.520661157024794,92.0
lusaka_x0.75,Actuated,1004,12.659166666666666,18.93632075471698,66.75825471698113,785,0,0,19.0625,127.0
lusaka_x0.75,Actuated,1005,8.040833333333333,12.571072319201996,58.52244389027432,772,0,0,12.65211970074813,82.0
lusaka_x0.75,Actuated,1006,12.44,18.61990407673861,66.67625899280576,802,0,0,18.772182254196643,113.0
lusaka_x0.75,Actuated,1007,9.791666666666666,15.168108776266996,61.06304079110012,762,0,0,15.273176761433868,88.0
lusaka_x0.75,Actuated,1008,12.479166666666666,17.966318234610917,65.95470383275261,821,0,0,18.24274099883856,132.0
lusaka_x0.75,Actuated,1009,8.27,12.124260355029586,58.00118343195266,825,0,0,12.211834319526627,84.0
lusaka_x0.75,Longest queue first,1000,9.076666666666666,13.403508771929825,56.43625730994152,811,0,45,14.12046783625731,174.0
lusaka_x0.75,Longest queue first,1001,8.651666666666667,13.029411764705882,55.554117647058824,809,0,42,13.135294117647058,178.0
lusaka_x0.75,Longest queue first,1002,7.384166666666666,12.031928480204343,54.89016602809706,729,0,46,12.167305236270753,121.0
lusaka_x0.75,Longest queue first,1003,9.313333333333333,13.93498817966903,57.223404255319146,810,1,49,14.003541912632821,282.0
lusaka_x0.75,Longest queue first,1004,10.733333333333333,16.04245283018868,59.283018867924525,796,0,46,16.215801886792452,183.0
lusaka_x0.75,Longest queue first,1005,11.233333333333333,17.599750623441395,62.51620947630923,771,0,45,17.6857855361596,271.0
lusaka_x0.75,Longest queue first,1006,9.0275,13.582733812949641,57.934052757793765,810,0,50,13.79496402877698,161.0
lusaka_x0.75,Longest queue first,1007,9.678333333333333,15.087762669962917,58.59456118665018,773,0,45,15.19159456118665,206.0
lusaka_x0.75,Longest queue first,1008,9.946666666666667,14.538908246225319,58.422764227642276,824,0,44,14.652729384436702,217.0
lusaka_x0.75,Longest queue first,1009,8.6125,12.790532544378697,56.157396449704144,812,0,48,13.003550295857988,203.0
lusaka_x0.75,Q-learning (trained),1000,17.24,24.70175438596491,73.21052631578948,814,0,48,26.02690058479532,179.0
lusaka_x0.75,Q-learning (trained),1001,14.614166666666666,21.705601907032182,70.33373063170441,779,11,53,25.594117647058823,383.0
lusaka_x0.75,Q-learning (trained),1002,20.466666666666665,31.637292464878673,78.7088122605364,705,0,60,38.509578544061306,399.0
lusaka_x0.75,Q-learning (trained),1003,18.141666666666666,26.252955082742318,81.0933806146572,777,1,58,26.351829988193625,166.0
lusaka_x0.75,Q-learning (trained),1004,26.775,38.800237812128415,102.1319857312723,751,7,56,40.66981132075472,194.0
lusaka_x0.75,Q-learning (trained),1005,10.221666666666666,15.923654568210264,62.31289111389236,748,3,60,16.079800498753116,301.0
lusaka_x0.75,Q-learning (trained),1006,12.1375,18.0431654676259,66.8357314148681,815,0,60,18.476019184652277,151.0
lusaka_x0.75,Q-learning (trained),1007,15.965,24.71658415841584,77.75990099009901,759,1,46,24.792336217552535,218.0
lusaka_x0.75,Q-learning (trained),1008,15.268333333333333,21.579558652729386,75.26248548199767,775,0,61,22.563298490127757,190.0
lusaka_x0.75,Q-learning (trained),1009,20.581666666666667,29.744378698224853,90.21775147928994,783,0,57,29.872189349112425,235.0
lusaka_x0.75,DQN (trained),1000,4.765,7.207017543859649,51.35204678362573,823,0,60,7.298245614035087,51.0
lusaka_x0.75,DQN (trained),1001,5.723333333333334,8.77764705882353,54.27647058823529,814,0,58,8.854117647058823,151.0
lusaka_x0.75,DQN (trained),1002,4.5475,7.636015325670498,51.26947637292465,734,0,62,7.724137931034483,69.0
lusaka_x0.75,DQN (trained),1003,4.2275,6.6477541371158395,50.59574468085106,816,1,56,6.7201889020070835,100.0
lusaka_x0.75,DQN (trained),1004,5.543333333333333,8.641509433962264,53.06603773584906,803,0,62,8.75,126.0
lusaka_x0.75,DQN (trained),1005,4.939166666666667,8.105985037406484,53.457605985037404,773,0,56,8.183291770573566,100.0
lusaka_x0.75,DQN (trained),1006,4.920833333333333,7.561151079136691,52.65227817745804,813,0,60,7.666666666666667,57.0
lusaka_x0.75,DQN (trained),1007,3.4258333333333333,5.50061804697157,48.10630407911001,772,0,60,5.598269468479605,57.0
lusaka_x0.75,DQN (trained),1008,4.944166666666667,7.478513356562137,50.92915214866434,823,0,56,7.609756097560975,129.0
lusaka_x0.75,DQN (trained),1009,4.3933333333333335,6.847337278106509,51.472189349112426,816,0,56,6.939644970414201,74.0
lusaka_x1.25,Fixed-time,1000,66.2375,69.98517872711422,141.73496076721884,970,258,0,148.9188612099644,497.0
lusaka_x1.25,Fixed-time,1001,65.7225,73.47004608294931,148.88571428571427,911,324,0,171.24769339957416,611.0
lusaka_x1.25,Fixed-time,1002,62.3725,66.74204946996467,137.03798586572438,961,209,0,118.53542132736763,465.0
lusaka_x1.25,Fixed-time,1003,67.005,75.15078630897317,150.04347826086956,911,273,0,154.9350073855244,522.0
lusaka_x1.25,Fixed-time,1004,72.10916666666667,81.7623947614593,158.60523854069223,889,295,0,159.86656891495602,475.0
lusaka_x1.25,Fixed-time,1005,58.9025,64.31053105310531,134.63186318631864,940,238,0,137.5366938472943,507.0
lusaka_x1.25,Fixed-time,1006,63.85166666666667,71.0211009174312,140.49908256880735,930,299,0,172.12742980561555,681.0
lusaka_x1.25,Fixed-time,1007,61.906666666666666,65.73181419807187,137.1612620508326,973,202,0,130.73417721518987,450.0
lusaka_x1.25,Fixed-time,1008,51.78916666666667,53.20610687022901,117.23748939779475,1008,206,0,118.99494584837545,459.0
lusaka_x1.25,Fixed-time,1009,69.55166666666666,78.62779850746269,153.26585820895522,885,309,0,167.11223750905143,645.0
lusaka_x1.25,Actuated,1000,68.70916666666666,76.9097605893186,147.91988950276243,948,319,0,167.75231316725979,675.0
lusaka_x1.25,Actuated,1001,62.4975,70.2770083102493,139.26223453370267,946,326,0,160.64300922640172,619.0
lusaka_x1.25,Actuated,1002,69.34916666666666,76.02981029810299,143.23035230352303,931,234,0,139.73825503355704,571.0
lusaka_x1.25,Actuated,1003,65.50333333333333,74.41869158878505,141.88504672897196,918,284,0,150.67872968980797,571.0
lusaka_x1.25,Actuated,1004,64.97166666666666,74.47502356267672,141.25824693685203,923,303,0,148.14882697947215,609.0
lusaka_x1.25,Actuated,1005,53.54666666666667,57.628975265017665,119.72349823321555,985,217,0,125.30985915492958,594.0
lusaka_x1.25,Actuated,1006,66.38416666666667,73.97247706422019,141.35045871559632,935,299,0,173.54571634269257,659.0
lusaka_x1.25,Actuated,1007,63.99916666666667,71.56813996316758,138.13720073664825,957,257,0,138.98808637379003,623.0
lusaka_x1.25,Actuated,1008,59.223333333333336,63.41129744042365,124.5198587819947,980,252,0,129.36028880866425,586.0
lusaka_x1.25,Actuated,1009,62.905833333333334,69.53405994550408,137.44504995458675,949,280,0,154.06010137581464,627.0
lusaka_x1.25,Longest queue first,1000,57.77166666666667,60.57313943541489,123.86484174508126,1038,236,30,130.80925266903915,1191.0
lusaka_x1.25,Longest queue first,1001,60.98083333333334,66.41740674955595,126.31349911190053,991,283,30,149.57771469127042,1172.0
lusaka_x1.25,Longest queue first,1002,50.388333333333335,53.13891285591027,110.16479723899914,1031,182,30,108.67561521252796,1165.0
lusaka_x1.25,Longest queue first,1003,55.6525,61.20358744394619,120.85650224215247,985,239,30,135.4357459379616,1174.0
lusaka_x1.25,Longest queue first,1004,54.69416666666667,60.701627486437616,119.33634719710669,985,258,30,129.56231671554252,1175.0
lusaka_x1.25,Longest queue first,1005,53.906666666666666,58.64596273291925,118.60070984915706,1001,222,30,121.1830985915493,1173.0
lusaka_x1.25,Longest queue first,1006,57.675,62.70677361853832,123.26470588235294,999,267,30,153.03383729301655,1184.0
lusaka_x1.25,Longest queue first,1007,52.534166666666664,56.523266022827045,116.30904302019316,1017,204,30,116.82427401340283,1190.0
lusaka_x1.25,Longest queue first,1008,48.725,50.184498736310026,105.35636057287279,1051,198,32,98.30397111913358,1042.0
lusaka_x1.25,Longest queue first,1009,51.718333333333334,54.41946597760551,117.53143841515934,1036,220,30,118.36060825488777,1172.0
lusaka_x1.25,Q-learning (trained),1000,55.5575,65.85980392156863,158.19313725490196,851,385,62,166.69608540925267,515.0
lusaka_x1.25,Q-learning (trained),1001,86.55,118.49943117178611,216.02957906712172,682,530,54,266.71327182398863,678.0
lusaka_x1.25,Q-learning (trained),1002,49.04833333333333,52.05652173913043,130.37217391304347,1012,191,46,97.41685309470544,419.0
lusaka_x1.25,Q-learning (trained),1003,54.36666666666667,61.64920486435921,149.1309635173059,878,285,57,135.95273264401771,458.0
lusaka_x1.25,Q-learning (trained),1004,64.10833333333333,81.20798319327731,173.65651260504202,796,412,62,191.92521994134898,525.0
lusaka_x1.25,Q-learning (trained),1005,44.43416666666667,46.85431034482759,118.15517241379311,1031,189,48,98.47146034099333,485.0
lusaka_x1.25,Q-learning (trained),1006,42.12083333333333,45.087071240105544,125.23658751099384,981,252,60,135.81425485961122,467.0
lusaka_x1.25,Q-learning (trained),1007,43.2375,45.09487179487179,121.14102564102564,1031,173,51,99.47058823529412,471.0
lusaka_x1.25,Q-learning (trained),1008,32.8075,32.92446633825944,102.14039408866995,1060,167,56,82.07220216606498,402.0
lusaka_x1.25,Q-learning (trained),1009,59.9725,69.1582459485224,144.12297426120114,867,332,55,140.3454018826937,543.0
lusaka_x1.25,DQN (trained),1000,35.44,34.869529983792546,121.54943273905997,1055,171,68,80.28113879003558,378.0
lusaka_x1.25,DQN (trained),1001,34.12166666666667,36.95357142857143,137.24553571428572,941,289,77,116.31085876508162,431.0
lusaka_x1.25,DQN (trained),1002,31.876666666666665,32.43859649122807,114.77443609022556,1044,144,68,59.334079045488444,270.0
lusaka_x1.25,DQN (trained),1003,33.515,35.23116883116883,127.5082251082251,976,199,74,101.70014771048744,366.0
lusaka_x1.25,DQN (trained),1004,40.49166666666667,42.627604166666664,131.98003472222223,984,212,70,96.43621700879766,551.0
lusaka_x1.25,DQN (trained),1005,31.438333333333333,33.66549295774648,123.40492957746478,970,213,70,93.29948109710897,395.0
lusaka_x1.25,DQN (trained),1006,19.7825,20.18744769874477,98.37489539748954,1099,194,70,96.01151907847373,364.0
lusaka_x1.25,DQN (trained),1007,38.60583333333334,39.958191126279864,125.85068259385666,1016,171,65,89.3090096798213,601.0
lusaka_x1.25,DQN (trained),1008,22.66583333333333,22.341423948220065,97.10436893203884,1089,149,68,60.92202166064982,271.0
lusaka_x1.25,DQN (trained),1009,25.485833333333332,25.163695299837926,104.24716369529983,1083,147,68,74.53439536567704,283.0
