episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
0,1.0,-10477.292307692309,72.5625,117.1989247311828,221.06048387096774,602,77,8836.896572044685,47,248.3528384279476
1,0.9917,-8981.846153846154,59.81583333333333,84.39906103286386,182.15140845070422,693,77,6144.810709155871,76,188.23235031277926
2,0.9835,-9186.015384615386,69.36666666666666,107.92098445595855,198.92746113989637,608,80,7175.877561549662,102,216.97158081705152
3,0.9753,-8001.153846153846,49.475,72.88249694002448,164.65973072215422,667,78,5047.529297728899,117,147.71549295774648
4,0.9673,-8487.16923076923,52.79416666666667,70.79955456570156,162.55679287305122,739,76,5629.862408028472,137,151.46147110332748
5,0.9592,-9504.96923076923,66.98916666666666,103.70103092783505,200.89819587628867,616,79,7085.706306096407,148,222.11943127962084
6,0.9513,-9663.415384615386,70.1,114.55646258503401,211.243537414966,587,79,7560.509796580651,155,220.77522935779817
7,0.9434,-10467.707692307693,74.96333333333334,123.23392612859097,211.43091655266758,562,76,8010.781308373656,162,243.26143790849673
8,0.9356,-9992.323076923078,70.01833333333333,107.85641025641026,204.06153846153848,626,77,8041.079856902736,175,220.91361256544502
9,0.9278,-10529.415384615388,63.0275,89.87781731909845,191.72004744958483,687,71,7503.578208841712,187,184.81522748375116
10,0.9202,-9422.630769230771,54.776666666666664,76.0161476355248,185.45905420991926,717,78,6736.045128548717,192,182.40017825311944
11,0.9125,-9566.015384615384,61.985,88.9964200477327,180.99403341288783,690,73,6996.875669086413,203,157.39869888475837
12,0.905,-10285.89230769231,66.97666666666667,102.65561224489795,207.0344387755102,635,75,7780.55844529135,203,229.31914893617022
13,0.8975,-9228.23076923077,61.69916666666666,88.49522673031026,174.44033412887828,692,75,6402.481314564236,218,141.7311320754717
14,0.89,-10090.261538461536,62.346666666666664,92.61728395061728,198.6716049382716,650,76,7793.941834270514,222,196.40777576853526
15,0.8827,-10392.584615384618,66.99416666666667,92.5816091954023,183.5816091954023,693,71,7107.960237537196,230,165.18693284936478
16,0.8753,-8675.784615384617,57.59583333333333,89.18018018018019,182.98326898326897,626,77,6602.553915820012,230,161.76521739130436
17,0.8681,-9825.692307692305,66.04583333333333,95.30132052821128,186.95438175270107,665,75,8030.36297239107,231,166.54110207768744
