episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
33,0.8327,-460.86153846153843,2.736666666666667,4.758064516129032,40.71700879765396,665,68,9.530126260901303,100,4.907624633431085
34,0.8281,-504.5384615384616,3.0725,5.514415781487101,41.41578148710167,628,71,11.989205649527515,100,5.65402124430956
35,0.8235,-476.6,2.8366666666666664,5.183359013867489,41.10785824345147,621,66,12.59440807696596,100,5.3076923076923075
36,0.819,-588.7692307692307,3.4183333333333334,5.8548850574712645,41.98994252873563,657,69,19.642929705533724,100,6.002873563218391
37,0.8144,-519.523076923077,3.151666666666667,5.530973451327434,42.023598820059,656,71,12.503889681894034,100,5.707964601769912
38,0.8099,-542.8615384615384,3.1258333333333335,5.600301659125188,41.3710407239819,633,68,14.797164710573368,100,5.731523378582202
39,0.8054,-490.7692307692308,2.953333333333333,5.629213483146067,41.69341894060995,600,69,11.816704892070023,100,5.739967897271268
40,0.801,-431.49230769230775,2.6758333333333333,4.663716814159292,40.73156342182891,654,70,10.544703604454709,100,4.815634218289086
41,0.7966,-444.4307692307692,2.755,4.864784546805349,40.93610698365527,649,72,10.998041378249253,100,5.011887072808321
42,0.7922,-466.5230769230769,2.7333333333333334,5.003076923076923,40.901538461538465,627,67,8.29914958391096,100,5.166153846153846
43,0.7878,-454.0769230769231,2.68,4.874233128834356,40.62116564417178,630,65,11.332620683575332,100,5.013803680981595
44,0.7834,-508.16923076923075,3.1175,5.544227886056971,41.952023988006,652,70,18.04797160081236,100,5.68215892053973
45,0.7791,-454.41538461538454,2.835,4.753541076487252,40.73512747875354,681,70,12.541795260564713,101,4.896600566572238
46,0.7748,-509.5076923076923,3.0458333333333334,5.330383480825959,41.3834808259587,657,67,18.585996076529625,101,5.505899705014749
47,0.7705,-430.18461538461537,2.5675,4.830696202531645,40.37183544303797,608,68,11.221891139837355,101,4.988924050632911
48,0.7662,-426.33846153846156,2.6625,4.724550898203593,40.69461077844311,645,71,13.9731620722052,101,4.884730538922156
49,0.762,-555.476923076923,3.316666666666667,5.675287356321839,41.99568965517241,665,69,12.740339936912235,101,5.833333333333333
50,0.7578,-501.2769230769231,2.995833333333333,5.255539143279173,41.398818316100446,656,69,12.442577095167561,101,5.423929098966027
51,0.7536,-465.70769230769235,2.7933333333333334,4.881057268722467,40.80910425844347,655,69,12.593863685835124,101,5.026431718061674
52,0.7494,-426.4769230769231,2.49,4.828431372549019,40.6437908496732,592,66,16.111054910538893,101,4.99021207177814
53,0.7453,-399.13846153846157,2.43,4.387195121951219,40.05487804878049,636,68,10.09936385260807,101,4.525914634146342
54,0.7411,-528.5692307692308,2.966666666666667,5.237741456166419,41.20653789004458,653,64,11.340617054912363,101,5.377414561664191
55,0.737,-502.0615384615384,3.01,5.354790419161676,41.83532934131737,654,71,14.812847768455475,101,5.494011976047904
56,0.733,-471.6615384615385,2.87,4.844729344729345,41.03703703703704,682,65,16.828805347974775,101,4.978632478632479
57,0.7289,-377.13846153846157,2.493333333333333,4.429640718562874,40.56736526946108,648,76,11.240322451372428,101,4.539611360239163
58,0.7249,-423.4923076923077,2.615,5.04390243902439,40.609756097560975,594,67,10.17605375430517,102,5.152845528455285
59,0.7209,-372.99999999999994,2.3066666666666666,4.372204472843451,40.02875399361022,604,71,7.675468399297697,102,4.506389776357827
60,0.7169,-441.5076923076923,2.7191666666666667,4.720760233918129,40.12134502923977,654,69,11.844071705529753,102,4.864035087719298
61,0.7129,-472.95384615384614,2.7283333333333335,4.918057663125948,41.09408194233687,639,65,11.240071303821113,102,5.072837632776935
62,0.709,-420.69230769230774,2.4966666666666666,4.60248447204969,40.21583850931677,619,65,8.789718871112308,102,4.732919254658385
63,0.705,-448.96923076923076,2.5883333333333334,4.852848101265823,40.45886075949367,604,69,17.3042671421777,102,4.9715189873417724
64,0.7011,-425.04615384615386,2.6491666666666664,4.780821917808219,40.78386605783866,640,71,14.381693570237921,102,4.951293759512938
65,0.6973,-412.4307692307693,2.723333333333333,4.6275071633237825,40.94555873925501,678,74,10.804800067609142,102,4.79512893982808
66,0.6934,-413.6461538461539,2.6133333333333333,4.695915279878971,40.79878971255673,646,74,12.887180938997103,102,4.869894099848714
67,0.6896,-396.9384615384615,2.5675,4.523738872403561,40.603857566765576,652,72,17.002842494107412,102,4.691394658753709
68,0.6858,-374.86153846153843,2.345833333333333,4.425396825396826,40.08253968253968,612,71,8.952626928077807,102,4.6
69,0.682,-446.16923076923075,2.8525,5.014771048744461,40.793205317577545,641,74,8.784831847780257,102,5.153618906942393
70,0.6782,-476.01538461538456,2.8,4.976011994002999,40.58920539730135,636,65,14.267968264658242,102,5.113943028485757
71,0.6744,-467.84615384615387,2.8425,5.098187311178248,40.89123867069486,636,72,10.862417189245216,102,5.220543806646526
72,0.6707,-419.67692307692306,2.6483333333333334,4.763636363636364,40.525757575757574,633,72,11.020963548863854,102,4.912121212121212
73,0.667,-462.2615384615385,2.7241666666666666,4.831594634873324,40.801788375558864,648,68,11.540618912248988,102,4.982116244411326
74,0.6633,-469.66153846153844,2.7216666666666667,4.748898678414097,40.5712187958884,656,65,12.770390278422115,103,4.901615271659325
75,0.6596,-451.2769230769231,2.6766666666666667,4.847328244274809,40.555725190839695,635,68,13.155159421990716,103,4.983206106870229
76,0.656,-355.3538461538462,2.3366666666666664,4.0510948905109485,40.17956204379562,665,75,9.491279792820775,103,4.216058394160584
77,0.6524,-328.16923076923075,2.215,3.9136904761904763,39.79315476190476,645,78,8.832106934132756,103,4.081845238095238
78,0.6487,-402.53846153846155,2.5191666666666666,4.543247344461305,40.74506828528073,639,71,14.32315396837534,103,4.70257966616085
79,0.6452,-354.26153846153846,2.2533333333333334,4.087155963302752,39.7782874617737,629,72,9.801109845580287,103,4.186544342507645
