episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
132,0.3334,-1377.9230769230767,12.516666666666667,43.76900584795322,87.27777777777777,317,83,189.26819156455616,2263,43.953216374269005
133,0.3306,-2891.7076923076925,28.963333333333335,86.08933002481389,139.31265508684862,353,74,623.6642443138563,2272,95.77667493796525
134,0.3279,-1504.630769230769,13.800833333333333,47.690751445086704,92.30346820809248,312,82,241.2869409581999,2277,47.8757225433526
135,0.3252,-2042.8000000000002,20.669166666666666,63.13265306122449,115.74744897959184,346,82,403.9262913645973,2280,66.46733668341709
136,0.3225,-2029.9846153846156,18.594166666666666,61.98050139275766,108.73816155988858,329,82,391.9996729262919,2287,62.77158774373259
137,0.3198,-1877.5076923076924,17.224166666666665,58.056338028169016,104.64788732394366,307,81,336.63808968849725,2290,58.290140845070425
138,0.3172,-2399.7692307692305,22.776666666666667,75.53185595567867,130.14681440443212,330,79,499.7870179658438,2294,81.14958448753463
139,0.3145,-2594.9846153846156,25.97833333333333,82.31481481481481,137.05026455026456,335,84,675.6252005743531,2299,81.80989583333333
140,0.3119,-2331.5230769230775,23.798333333333332,76.81940700808626,127.91913746630728,327,80,499.304056731649,2301,87.51752021563343
141,0.3093,-2204.2615384615383,22.9475,74.45528455284553,124.8780487804878,323,80,450.06866229409,2307,81.55352480417754
142,0.3068,-2256.753846153846,22.3775,72.01881720430107,118.80376344086021,316,78,479.13995234442825,2313,72.45333333333333
143,0.3042,-1674.3538461538465,14.2875,50.0733137829912,94.02052785923753,303,79,258.9533286589716,2318,50.02623906705539
144,0.3017,-1649.7384615384617,14.919166666666667,50.97714285714286,96.50857142857143,316,81,251.1367122520361,2324,51.258426966292134
145,0.2992,-2008.753846153846,19.471666666666668,66.55714285714286,116.20857142857143,320,80,357.5737520151092,2328,70.89428571428572
146,0.2967,-2013.3999999999999,22.786666666666665,83.95384615384616,134.6,287,82,382.4220789367903,2331,93.10344827586206
147,0.2943,-1654.1846153846152,17.215,58.34844192634561,101.4929178470255,306,80,260.48641511607775,2345,60.81267217630854
148,0.2918,-2534.9230769230767,26.481666666666666,83.66754617414249,135.14775725593668,323,82,622.5043957090321,2350,85.09736842105264
149,0.2894,-1855.1230769230772,18.160833333333333,57.6684350132626,107.18567639257294,336,82,339.54223104496157,2354,66.68367346938776
150,0.287,-1845.3846153846155,18.236666666666668,64.19411764705882,112.64411764705882,301,82,331.69722738652086,2357,65.34411764705882
151,0.2846,-1608.7076923076925,15.646666666666667,53.19602272727273,99.0340909090909,310,84,258.13298908669134,2359,58.2
152,0.2823,-2348.538461538462,22.4975,68.53180661577608,120.6412213740458,349,81,497.04285127375397,2360,68.7012658227848
153,0.2799,-2016.2153846153847,18.473333333333333,60.73076923076923,106.5989010989011,320,79,346.58202161629737,2362,61.12637362637363
154,0.2776,-1813.6923076923078,17.41,52.321608040201006,98.98492462311557,355,82,315.18075639207905,2366,53.44230769230769
155,0.2753,-2368.707692307692,26.249166666666667,83.18518518518519,133.7962962962963,328,80,505.9578023498104,2370,88.73643410852713
156,0.273,-1431.569230769231,13.754166666666666,47.12320916905444,90.60744985673352,313,81,193.0980600823492,2372,48.73259052924791
157,0.2708,-2111.5538461538463,21.309166666666666,71.66292134831461,122.01685393258427,316,81,414.70023994706787,2377,79.19459459459459
158,0.2685,-1969.769230769231,21.160833333333333,69.99171270718232,120.10773480662984,313,81,363.81171696485336,2378,73.35792349726776
159,0.2663,-1676.353846153846,13.995833333333334,45.972527472527474,90.36263736263736,326,80,257.281538411329,2380,46.22527472527472
160,0.2641,-1490.2769230769231,16.153333333333332,58.22289156626506,103.47289156626506,280,83,253.40504639408292,2386,62.04719764011799
161,0.2619,-2284.353846153846,24.868333333333332,84.10734463276836,135.85875706214688,302,81,489.6840908444287,2389,88.68194070080862
162,0.2597,-2101.861538461538,19.235,64.28212290502793,110.89944134078212,325,80,393.96669720810615,2394,64.47206703910615
163,0.2576,-2303.153846153846,24.283333333333335,77.96782841823057,130.93565683646113,319,84,513.2025756827828,2395,79.6725888324873
164,0.2555,-2478.923076923077,25.6225,81.39522546419099,134.25994694960212,328,83,569.5000974266933,2396,84.69712793733682
165,0.2533,-2446.3692307692304,26.453333333333333,81.4293059125964,134.1388174807198,327,82,590.5045904833861,2398,82.4147582697201
166,0.2512,-2192.061538461539,24.2575,75.27461139896373,128.10621761658032,328,80,461.393608056356,2400,84.2025641025641
167,0.2492,-1857.7076923076925,16.9525,55.423497267759565,102.39890710382514,319,82,351.280482250044,2402,56.18010752688172
168,0.2471,-1571.2923076923078,18.171666666666667,63.40233236151604,109.07871720116619,297,84,318.8189467167562,2405,67.47206703910615
169,0.245,-2397.6769230769237,25.91583333333333,79.17602040816327,128.22448979591837,335,80,532.6210264929899,2408,86.71951219512195
170,0.243,-1901.7846153846156,17.6325,55.230366492146594,101.23560209424083,327,80,324.8164358773678,2411,55.166233766233766
171,0.241,-2707.7384615384617,28.561666666666667,85.11691542288557,138.4726368159204,341,83,696.611794867934,2412,90.58333333333333
172,0.239,-2098.784615384616,22.105833333333333,69.11749347258485,115.68146214099217,341,83,414.76262987857564,2416,74.4379746835443
173,0.237,-2355.553846153846,26.161666666666665,83.584,137.08266666666665,316,81,517.3170280184685,2418,99.79466666666667
174,0.2351,-2215.4,22.6425,73.08086253369272,125.13477088948787,324,80,453.1406626275816,2420,76.11616161616162
175,0.2331,-2037.2923076923078,19.36,66.57471264367815,119.35632183908046,303,80,381.52549764917705,2423,69.33045977011494
176,0.2312,-2012.3384615384618,18.963333333333335,58.95324675324675,107.42077922077922,339,81,383.9957964272175,2427,59.88831168831169
177,0.2293,-1788.923076923077,15.7225,51.536986301369865,96.8,320,80,279.7370254127091,2430,51.97808219178082
178,0.2274,-1979.707692307692,19.018333333333334,60.37135278514589,107.73474801061008,326,82,396.3820738588105,2430,63.59173126614987
179,0.2255,-2626.307692307693,27.251666666666665,85.95263157894736,140.1315789473684,336,76,604.5048261899229,2434,109.30690537084399
180,0.2236,-2350.7230769230773,26.448333333333334,85.86720867208672,142.6639566395664,314,81,527.1241105857329,2435,88.92513368983957
181,0.2218,-1540.8461538461538,13.1275,46.396449704142015,88.04437869822485,307,80,216.6306465110789,2439,46.260233918128655
182,0.2199,-1792.123076923077,16.7225,56.36619718309859,102.45070422535211,321,78,280.5740924289596,2442,58.77835051546392
183,0.2181,-1890.5230769230768,20.139166666666668,66.95277777777778,116.22222222222223,321,81,336.049226839402,2448,70.73407202216066
184,0.2163,-1813.9230769230771,16.226666666666667,52.766304347826086,97.38858695652173,331,84,329.25234562592357,2451,53.0625
185,0.2145,-2265.215384615384,21.533333333333335,66.42268041237114,116.54381443298969,342,82,486.0316446964006,2453,66.61953727506426
186,0.2127,-1622.3230769230772,13.844166666666666,46.08635097493036,90.70473537604457,337,79,237.40510357094857,2455,46.36490250696379
187,0.211,-1576.5384615384617,16.206666666666667,57.029411764705884,104.46470588235294,298,83,246.28721991580707,2457,58.776162790697676
188,0.2092,-2121.507692307692,21.359166666666667,70.85595567867036,120.60110803324099,318,82,451.2894158297889,2458,77.57255936675462
189,0.2075,-1945.1692307692306,18.024166666666666,61.80515759312321,107.18624641833811,316,80,354.7362279197843,2464,64.17728531855956
190,0.2058,-1655.0153846153844,16.308333333333334,55.274787535410766,100.39943342776203,321,86,297.57291189151874,2466,57.689373297002724
191,0.204,-1439.1230769230767,13.0675,46.21597633136095,88.74260355029585,301,81,205.6514804875901,2473,46.45217391304348
192,0.2024,-2250.753846153846,21.779166666666665,70.27493261455525,123.81940700808626,334,82,479.4476744258243,2475,71.33066666666667
193,0.2007,-1523.230769230769,15.984166666666667,53.70505617977528,101.51123595505618,317,84,252.98856671993966,2477,60.25479452054795
194,0.199,-1686.2153846153847,14.313333333333333,44.201550387596896,86.67700258397933,341,78,260.27660477562546,2486,44.44444444444444
195,0.1974,-1886.6923076923076,15.838333333333333,49.09326424870466,94.26424870466322,343,79,312.40321407259574,2489,49.35751295336787
196,0.1957,-1905.5384615384617,17.305,59.168571428571425,104.46571428571428,308,80,333.41502962320067,2493,59.15211267605634
197,0.1941,-1989.246153846154,21.50583333333333,71.92178770949721,120.8659217877095,311,84,403.8493481089173,2494,78.1108179419525
198,0.1925,-2266.446153846154,22.885,69.71246819338423,118.60814249363868,334,80,460.46990202210475,2494,70.3969465648855
199,0.1909,-1416.2153846153842,11.4775,36.86827956989247,76.54838709677419,325,75,173.18638249859134,2502,37.11796246648794
200,0.1893,-2025.9384615384613,18.89666666666667,62.137362637362635,111.06318681318682,314,79,388.41456889292584,2505,63.24128686327078
201,0.1878,-1544.4615384615383,13.124166666666667,45.060344827586206,87.83620689655173,317,80,230.90522700192997,2511,45.32183908045977
202,0.1862,-2446.630769230769,22.615,73.98907103825137,124.33060109289617,322,80,550.7340641435,2514,80.9651474530831
203,0.1847,-1817.6153846153848,18.9675,61.67391304347826,110.9429347826087,330,81,316.57535500058594,2515,65.21315789473684
204,0.1831,-2140.276923076923,20.308333333333334,65.32795698924731,112.76344086021506,328,79,435.9991342757885,2517,65.89516129032258
205,0.1816,-1519.4615384615383,14.139166666666666,49.56598240469208,92.1642228739003,303,80,229.91447494563226,2518,49.472463768115944
206,0.1801,-2171.4769230769225,23.555833333333332,75.62734584450402,128.51206434316353,336,83,470.27451203859533,2519,87.08579088471849
207,0.1786,-1850.5076923076924,17.965833333333332,63.612426035502956,107.97041420118343,292,79,305.97197852546583,2526,64.49262536873157
208,0.1771,-1518.3076923076924,13.251666666666667,43.391780821917806,85.9972602739726,325,80,232.80293345891582,2529,43.74246575342466
209,0.1757,-1369.2307692307693,12.634166666666667,43.78260869565217,85.25217391304348,306,78,169.2640075538174,2534,48.425824175824175
210,0.1742,-2004.5076923076924,20.164166666666667,68.98285714285714,117.53714285714285,302,81,388.8807761601861,2536,73.06232294617564
211,0.1728,-1904.4153846153847,17.5975,55.52506596306068,103.60949868073878,337,80,347.4254771119346,2537,59.58955223880597
212,0.1713,-1769.5384615384614,17.2175,59.50867052023121,106.28323699421965,307,80,281.03249446684566,2537,59.98554913294798
213,0.1699,-2198.9230769230767,23.24416666666667,73.44591029023746,125.22427440633246,328,83,535.4846248067048,2538,76.89445910290237
214,0.1685,-1801.6,17.8075,60.376770538243626,106.65155807365439,305,83,351.89363476674214,2540,60.56473829201102
215,0.1671,-2064.7999999999997,19.8175,64.27371273712737,111.0840108401084,323,81,385.9801099360626,2542,64.51621621621622
216,0.1657,-2245.2461538461534,23.72,75.9572192513369,125.31550802139037,330,81,502.6293904938875,2545,80.70666666666666
217,0.1643,-2158.769230769231,20.461666666666666,66.19189189189188,116.78648648648648,326,82,421.3384992736035,2546,68.71989528795811
218,0.163,-2918.138461538462,28.31833333333333,79.98349056603773,134.11320754716982,360,78,753.1076900447923,2549,83.22248243559719
219,0.1616,-2836.3384615384616,28.085833333333333,85.38832487309645,142.89340101522842,346,79,724.0458699769277,2551,93.18599033816425
220,0.1603,-1844.2153846153847,16.185,49.768637532133674,95.77120822622108,339,82,330.33462778612534,2553,50.02570694087404
221,0.159,-1782.5692307692311,16.534166666666668,53.60433604336043,99.13821138211382,327,80,297.351578649194,2555,54.0
