episode,epsilon,total_reward,avg_queue,avg_wait_s,avg_travel_s,throughput,switches,td_loss,q_table_states,avg_delay_s
0,1.0,-1366.2615384615385,7.650833333333333,10.871733966745843,82.10570071258907,787,134,38.945917272028204,72,11.021377672209026
1,0.9945,-1181.5692307692307,6.684166666666667,9.892193308550185,78.67657992565056,759,133,26.28892438909496,92,10.032218091697645
2,0.989,-1408.5076923076924,7.963333333333333,11.339285714285714,81.91428571428571,785,134,45.184188238610744,101,11.516666666666667
3,0.9835,-971.4307692307692,5.719166666666666,8.297330097087379,74.55946601941747,770,130,13.53327948831232,115,8.419902912621358
4,0.9781,-1818.3230769230768,10.165,14.260257913247361,85.30011723329426,794,126,57.916986732426096,124,14.431418522860492
5,0.9726,-1431.1384615384613,7.910833333333334,12.175032175032175,80.78893178893179,719,128,21.060958700313435,130,12.297297297297296
6,0.9673,-1320.5076923076922,7.461666666666667,10.95945945945946,81.15110565110565,776,129,22.63427401663026,133,11.097051597051598
7,0.9619,-1246.0923076923075,7.315,10.26643192488263,80.35211267605634,788,135,20.03442073153564,135,10.40962441314554
8,0.9566,-1421.123076923077,8.0425,11.609167671893848,79.31121833534378,760,133,28.956712056033957,141,11.749095295536792
9,0.9513,-1007.2153846153847,6.034166666666667,8.39186046511628,75.98255813953489,809,140,16.186929274427456,146,8.527906976744186
10,0.946,-1058.2923076923075,6.306666666666667,8.724537037037036,76.76620370370371,810,137,21.16609364073601,148,8.8878612716763
11,0.9408,-909.0153846153845,5.5975,8.46894803548796,77.8403041825095,744,135,11.91627230591377,150,8.614702154626109
12,0.9356,-1154.0923076923077,6.821666666666666,9.725536992840096,77.972553699284,770,137,17.501277213367736,150,9.858164481525625
13,0.9304,-1052.4307692307693,6.2025,8.628205128205128,76.72494172494173,813,136,17.301206870716232,152,8.784382284382284
14,0.9253,-1135.7846153846153,6.48,9.52088452088452,78.51474201474201,773,129,14.285114443140058,152,9.641717791411043
15,0.9202,-1557.476923076923,9.135,12.855294117647059,84.44470588235293,791,135,25.499048331965696,154,12.98589894242068
16,0.9151,-1328.8307692307692,7.535833333333334,10.369815668202765,78.81797235023042,828,131,27.84378736922105,160,10.508064516129032
17,0.91,-1415.6615384615384,7.8075,10.802312138728324,78.05549132947976,794,129,18.293970005508363,161,10.931791907514452
18,0.905,-1275.876923076923,7.398333333333333,10.514863258026159,79.2627824019025,788,134,21.238620226937478,162,10.655172413793103
19,0.9,-1054.7230769230769,6.145,9.105328376703842,77.35439900867411,749,133,14.523017238357061,163,9.244114002478314
20,0.895,-1188.3538461538462,6.410833333333334,9.160287081339712,75.77153110047847,772,126,22.595276470859364,165,9.295454545454545
